CÓDIGO OACI;CIAD;NOME;MUNICÍPIO ATENDIDO;UF;LATITUDE;LONGITUDE;ALTITUDE;OPERAÇÃO;OACI;AIP BRASIL;DESIGNAÇÃO1;COMPRIMENTO1;LARGURA1;RESISTÊNCIA1;SUPERFÍCIE1;DESIGNAÇÃO2;COMPRIMENTO2;LARGURA2;RESISTÊNCIA2;SUPERFÍCIE2;DESIGNAÇÃO3;COMPRIMENTO3;LARGURA3;RESISTÊNCIA3;SUPERFÍCIE3;RAMPA(S) DE APROXIMAÇÃO;FORMATO DA ÁREA DE POUSO;DIMENSÕES;RESISTÊNCIA;SUPERFÍCIE;p1;p2;p3;p4;PORTARIAS;Unnamed: 36;Unnamed: 37;Unnamed: 38;Portaria nº 7.445/2022 e alterações posteriores;"PORTARIA Nº 7736/2022 e alterações posteriores
A Classe I se divide ainda em I-A, sem voo regular e I-B, com voo regular";"PORTARIA Nº 2007/2014 E ALTERAÇÕES
(* = REGIME TARIFÁRIO DIFERENCIADO)";AERONAVE CRÍTICA;TIPO DE APROX. (CABECEIRAS);FREQ. SEMANAL;r1;r2;REFERÊNCIA(S);RESTRIÇÃO(ÕES);SITUAÇÃO;r1.1;REFERÊNCIA;SITUADO NA AMAZÔNIA LEGAL;OBSERVAÇÕES;ICAO;TYPE;LATITUDE_d;LONGITUDE_d;ALTITUDE_m;DESIGNAÇÃO1_d_NM;COMPRIMENTO1_m;LARGURA1_m;DESIGNAÇÃO2_d_NM;COMPRIMENTO2_m;LARGURA2_m;DESIGNAÇÃO3_d_NM;COMPRIMENTO3_m;LARGURA3_m;N_RWYs
SSAN;PR0032;JOÃO GALDINO;ANDIRÁ;PR;23° 1' 37'' S;50° 13' 42'' W;490 m;VFR Diurno;-;-; 09/27;1000 m;23 m;5600 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2017-3631;0;0;0;PA2017-3631;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSAN;BR_publico_Atualizadoem_19JUL2022;-23,02694444;-50,22833333;490;90;1000;23;;;;;;;1
SSAP;PR0014;CAPITÃO JOÃO BUSSE;APUCARANA;PR;23° 36' 44'' S;51° 23' 6'' W;800 m;VFR Diurno/Noturno;-;-; 10/28;1400 m;30 m;PCN 11/F/C/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1193;0;0;0;PA2020-1193;;;;AP-1;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSAP;BR_publico_Atualizadoem_19JUL2022;-23,61222222;-51,385;800;100;1400;30;;;;;;;1
SSAQ;RS0036;AEROCLUBE DE PASSO FUNDO;PASSO FUNDO;RS;28° 15' 2'' S;52° 31' 0'' W;600 m;VFR Diurno;-;-; 15/33;1080 m;35 m;5700 kg / 0.5 MPa;Grama; 17/35;940 m;18 m;5700 kg / 0.5 MPa;Grama;-;-;-;-;-;-;-;-;-;-;PA2018-0468;0;0;0;PA2018-0468;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSAQ;BR_publico_Atualizadoem_19JUL2022;-28,25055556;-52,51666667;600;150;1080;35;170;940;18;;;;2
SSBL;SC0019;BLUMENAU;BLUMENAU;SC;26° 49' 58'' S;49° 5' 37'' W;18 m;VFR Diurno;-;-; 18/36;1080 m;30 m;PCN 17/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-2330;0;0;0;PA2018-2330;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSBL;BR_publico_Atualizadoem_19JUL2022;-26,83277778;-49,09361111;18;180;1080;30;;;;;;;1
SSBN;RS0002;BELÉM NOVO;PORTO ALEGRE;RS;30° 11' 21'' S;51° 10' 57'' W;5 m;VFR Diurno;-;-; 09/27;1103 m;23 m;5700 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2019-2615;0;0;0;PA2019-2615;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSBN;BR_publico_Atualizadoem_19JUL2022;-30,18916667;-51,1825;5;90;1103;23;;;;;;;1
SSBV;MS0011;BELA VISTA;BELA VISTA;MS;22° 4' 56'' S;56° 32' 18'' W;235 m;VFR Diurno;-;-; 03/21;1300 m;23 m;PCN 10/F/B/Y/T;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD1999-0028;0;0;0;PD1999-0028;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;-;-;;Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC;SSBV;BR_publico_Atualizadoem_19JUL2022;-22,08222222;-56,53833333;235;30;1300;23;;;;;;;1
SSCB;SP0044;MUNICIPAL DE CASA BRANCA;CASA BRANCA;SP;21° 47' 17'' S;47° 3' 20'' W;712 m;VFR Diurno;-;-; 09/27;1154 m;20 m;5700 kg / 0.5 MPa;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2017-2128;0;0;0;PA2017-2128;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSCB;BR_publico_Atualizadoem_19JUL2022;-21,78805556;-47,05555556;712;90;1154;20;;;;;;;1
SSCD;MS0007;CHAPADÃO DO SUL;CHAPADÃO DO SUL;MS;18° 50' 21'' S;52° 29' 17'' W;817 m;VFR Diurno/Noturno;-;-; 05/23;2000 m;30 m;PCN 30/F/C/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-2968;0;0;0;PA2018-2968;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSCD;BR_publico_Atualizadoem_19JUL2022;-18,83916667;-52,48805556;817;50;2000;30;;;;;;;1
SSCI;MS0012;COXIM;COXIM;MS;18° 28' 53'' S;54° 42' 57'' W;294 m;VFR Diurno;-;-; 02/20;1300 m;23 m;PCN 13/F/A/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD2003-0667;PA2022-8296;0;0;PD2003-0667;PA2022-8296;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2019-3407;PA2019-3407;;-;SSCI;BR_publico_Atualizadoem_19JUL2022;-18,48138889;-54,71583333;294;20;1300;23;;;;;;;1
SSCK;SC0010;OLAVO CECCO RIGON;CONCÓRDIA;SC;27° 10' 50'' S;52° 3' 4'' W;751 m;VFR Diurno/Noturno;-;-; 15/33;1480 m;18 m;PCN 12/F/B/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2013-3070;0;0;0;PA2013-3070;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSCK;BR_publico_Atualizadoem_19JUL2022;-27,18055556;-52,05111111;751;150;1480;18;;;;;;;1
SNPU;MG0073;COMANDANTE VIRGILIO BORIM;PARAGUAÇU;MG;21° 33' 41'' S;45° 45' 17'' W;898 m;VFR Diurno;-;-; 07/25;900 m;30 m;PCN 8/F/C/Y/U;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2021-4323;0;0;0;PA2021-4323;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2021-4513;PA2021-4513;;-;SNPU;BR_publico_Atualizadoem_19JUL2022;-21,56138889;-45,75472222;898;70;900;30;;;;;;;1
SSCN;RS0019;CANELA;CANELA;RS;29° 22' 14'' S;50° 49' 56'' W;837 m;VFR Diurno/Noturno;-;-; 06/24;1260 m;18 m;PCN 21/F/B/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2019-2752;0;0;0;PA2019-2752;;;;AP-1;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSCN;BR_publico_Atualizadoem_19JUL2022;-29,37055556;-50,83222222;837;60;1260;18;;;;;;;1
SSCP;PR0015;FRANCISCO LACERDA JÚNIOR;CORNÉLIO PROCÓPIO;PR;23° 9' 9'' S;50° 36' 9'' W;567 m;VFR Diurno;-;-; 06/24;1400 m;30 m;PCN 8/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1192;0;0;0;PA2020-1192;;;;AP-1;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSCP;BR_publico_Atualizadoem_19JUL2022;-23,1525;-50,6025;567;60;1400;30;;;;;;;1
SSCR;PR0016;RUBEN BERTA;MARECHAL CÂNDIDO RONDON;PR;24° 30' 46'' S;54° 3' 17'' W;421 m;VFR Diurno;-;-; 01/19;1400 m;30 m;PCN 10/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-2358;PA2022-8239;0;0;PA2018-2358;PA2022-8239;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSCR;BR_publico_Atualizadoem_19JUL2022;-24,51277778;-54,05472222;421;10;1400;30;;;;;;;1
SSCT;PR0025;ENGENHEIRO GASTÃO DE MESQUITA FILHO;CIANORTE;PR;23° 41' 30'' S;52° 38' 32'' W;539 m;VFR Diurno/Noturno;-;-; 04/22;1200 m;23 m;5700 kg / 0.62 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2016-0114;0;0;0;PA2016-0114;;;;AP-1;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSCT;BR_publico_Atualizadoem_19JUL2022;-23,69166667;-52,64222222;539;40;1200;23;;;;;;;1
SSEE;RS0054;REGIONAL DO VALE DO TAQUARI;ESTRELA;RS;29° 27' 12'' S;51° 56' 3'' W;32 m;VFR Diurno;-;-; 06/24;570 m;18 m;4000 kg / 0.5 MPa;Grama;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2017-3024;0;0;0;PA2017-3024;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSEE;BR_publico_Atualizadoem_19JUL2022;-29,45333333;-51,93416667;32;60;570;18;;;;;;;1
SSEP;RS0031;SÃO SEPÉ;SÃO SEPÉ;RS;30° 10' 56'' S;53° 34' 46'' W;153 m;VFR Diurno;-;-; 14/32;1140 m;18 m;5700 kg / 0.62 MPa;Saibro;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2021-3955;0;0;0;PA2021-3955;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSEP;BR_publico_Atualizadoem_19JUL2022;-30,18222222;-53,57944444;153;140;1140;18;;;;;;;1
SSER;RS0018;ERECHIM;ERECHIM;RS;27° 39' 48'' S;52° 16' 19'' W;761 m;VFR Diurno/Noturno;-;-; 14/32;1280 m;30 m;PCN 11/F/B/X/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-2449;PA2022-8035;0;0;PA2018-2449;PA2022-8035;;;AP-1;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSER;BR_publico_Atualizadoem_19JUL2022;-27,66333333;-52,27194444;761;140;1280;30;;;;;;;1
SSEZ;RS0050;ESPUMOSO;ESPUMOSO;RS;28° 44' 17'' S;52° 51' 20'' W;390 m;VFR Diurno;-;-; 08/26;720 m;18 m;2000 kg / 0.5 MPa;Grama;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2015-2869;0;0;0;PA2015-2869;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSEZ;BR_publico_Atualizadoem_19JUL2022;-28,73805556;-52,85555556;390;80;720;18;;;;;;;1
SSFB;PR0021;PAULO ABDALA;FRANCISCO BELTRÃO;PR;26° 3' 32'' S;53° 3' 48'' W;644 m;VFR Diurno/Noturno;-;-; 07/25;1390 m;30 m;PCN 11/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-2357;0;0;0;PA2018-2357;;;;AP-1;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSFB;BR_publico_Atualizadoem_19JUL2022;-26,05888889;-53,06333333;644;70;1390;30;;;;;;;1
SSFL;PI0006;JOÃO PEREIRA DOS SANTOS FILHO;FRONTEIRAS;PI;7° 6' 0'' S;40° 37' 42'' W;448 m;VFR Diurno/Noturno;-;-; 11/29;1900 m;25 m;PCN 7/F/A/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2019-1470;0;0;0;PA2019-1470;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2019-2706;PA2019-2706;;-;SSFL;BR_publico_Atualizadoem_19JUL2022;-7,1;-40,62833333;448;110;1900;25;;;;;;;1
SSGA;RS0020;GARIBALDI;GARIBALDI;RS;29° 16' 6'' S;51° 31' 56'' W;680 m;VFR Diurno;-;-; 15/33;1200 m;30 m;PCN 8/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1563;0;0;0;PA2020-1563;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSGA;BR_publico_Atualizadoem_19JUL2022;-29,26833333;-51,53222222;680;150;1200;30;;;;;;;1
SSGB;PR0035;MUNICIPAL DE GUARATUBA;GUARATUBA;PR;25° 52' 50'' S;48° 36' 44'' W;15 m;VFR Diurno;-;-; 02/20;1000 m;18 m;2500 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-3250;0;0;0;PA2020-3250;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSGB;BR_publico_Atualizadoem_19JUL2022;-25,88055556;-48,61222222;15;20;1000;18;;;;;;;1
SSGW;PR0037;MANOEL RIBAS;GOIOERÊ;PR;24° 13' 11'' S;53° 2' 38'' W;491 m;VFR Diurno;-;-; 05/23;999 m;18 m;PCN 8/F/B/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2019-1478;0;0;0;PA2019-1478;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSGW;BR_publico_Atualizadoem_19JUL2022;-24,21972222;-53,04388889;491;50;999;18;;;;;;;1
SSGY;PR0023;GUAÍRA;GUAÍRA;PR;24° 4' 47'' S;54° 11' 17'' W;271 m;VFR Diurno;-;-; 08/26;1300 m;30 m;PCN 13/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2022-7099;0;0;0;PA2022-7099;;;;AP-1;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSGY;BR_publico_Atualizadoem_19JUL2022;-24,07972222;-54,18805556;271;80;1300;30;;;;;;;1
SSHZ;RS0037;WALTER BÜNDCHEN;HORIZONTINA;RS;27° 38' 18'' S;54° 20' 20'' W;310 m;VFR Diurno;-;-; 16/34;1050 m;18 m;PCN 6/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2019-1419;0;0;0;PA2019-1419;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSHZ;BR_publico_Atualizadoem_19JUL2022;-27,63833333;-54,33888889;310;160;1050;18;;;;;;;1
SSIE;MS0002;TERUEL IPANEMA ESTÂNCIA;CAMPO GRANDE;MS;20° 36' 14'' S;54° 35' 43'' W;528 m;VFR Diurno;-;-; 06/24;1500 m;20 m;5700 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1075;0;0;0;PA2020-1075;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSIE;BR_publico_Atualizadoem_19JUL2022;-20,60388889;-54,59527778;528;60;1500;20;;;;;;;1
SSIJ;RS0032;IJUÍ;IJUÍ;RS;28° 22' 7'' S;53° 50' 47'' W;365 m;VFR Diurno/Noturno;-;-; 18/36;1280 m;23 m;PCN 8/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1835;0;0;0;PA2020-1835;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSIJ;BR_publico_Atualizadoem_19JUL2022;-28,36861111;-53,84638889;365;180;1280;23;;;;;;;1
SSIQ;RS0045;ITAQUI;ITAQUI;RS;29° 10' 19'' S;56° 32' 18'' W;84 m;VFR Diurno;-;-; 15/33;966 m;23 m;1800 kg / 0.5 MPa;Grama;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1288;0;0;0;PA2020-1288;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2019-3520;PA2019-3520;;-;SSIQ;BR_publico_Atualizadoem_19JUL2022;-29,17194444;-56,53833333;84;150;966;23;;;;;;;1
SSIR;RS0049;IBIRUBÁ;IBIRUBÁ;RS;28° 36' 15'' S;53° 4' 43'' W;457 m;VFR Diurno;-;-; 11/29;760 m;18 m;5000 kg / 0.5 MPa;Grama;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2016-2358;0;0;0;PA2016-2358;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSIR;BR_publico_Atualizadoem_19JUL2022;-28,60416667;-53,07861111;457;110;760;18;;;;;;;1
SSJA;SC0014;SANTA TEREZINHA;JOAÇABA;SC;27° 10' 22'' S;51° 33' 6'' W;776 m;VFR Diurno/Noturno;-;-; 15/33;1260 m;18 m;PCN 10/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-2444;0;0;0;PA2018-2444;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSJA;BR_publico_Atualizadoem_19JUL2022;-27,17277778;-51,55166667;776;150;1260;18;;;;;;;1
SSJI;MS0019;JARDIM;JARDIM;MS;21° 29' 34'' S;56° 9' 10'' W;321 m;VFR Diurno;-;-; 18/36;950 m;18 m;PCN 8/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD1999-0246;0;0;0;PD1999-0246;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSJI;BR_publico_Atualizadoem_19JUL2022;-21,49277778;-56,15277778;321;180;950;18;;;;;;;1
SSJK;RS0028;JÚLIO DE CASTILHOS;JÚLIO DE CASTILHOS;RS;29° 9' 11'' S;53° 44' 36'' W;498 m;VFR Diurno;-;-; 12/30;1190 m;30 m;PCN 8/F/C/Y/U;Grama;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1301;0;0;0;PA2020-1301;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2020-1520;PA2020-1520;;-;SSJK;BR_publico_Atualizadoem_19JUL2022;-29,15305556;-53,74333333;498;120;1190;30;;;;;;;1
